brand,model,recommended_tension_lbs,string_length,string_pattern,main_holes_skipped,main_holes_tied,cross_holes_started,cross_holes_tied
"Prince","TOUR NXG GRAPHITE MP","55 - 65","20'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","TOUR NXG GRAPHITE OS","57 - 67","20'M - 18'C","16M X 19C","7,9T - 8B","8T","7T","6T - 9B"
"Prince","TOUR PRO 98","50 - 60","20'M - 19'C","18M X 20C","8,10T - 8,10B","7B","8T","9T - 9B"
"Prince","TRIPLE THREAT ATTITUDE 100","53 - 63","19'M - 18'C","16M X 20C","7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT ATTITUDE 115","57 - 67","20'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT BANDIT 110","57 - 67","18'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT BANDIT 95","53 - 63","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","5T - 8B"
"Prince","TRIPLE THREAT GRAPHITE 100","50 - 60","18'M - 16'C","16M X 18C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT GRAPHITE 107","52 - 62","18'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Prince","TRIPLE THREAT GRAPHITE 95","53 - 63","38' - 10'S","16M X 20C","7,9T","8T","7T","6B"
"Prince","TRIPLE THREAT HORNET 100","53 - 63","19'M - 18'C","16M X 20C","7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT HORNET 110","57 - 67","19'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT REBEL 95","55 - 65","21'M - 18'C","18M X 20C","9T - 8,10B","9B","7T","6T - 6B"
"Prince","TRIPLE THREAT RING","55 - 65","24'M - 17'C","18M X 17C","8,10,11T","9T","1B","2B - 4T"
"Prince","TRIPLE THREAT RIP","50 - 60","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 8B"
"Prince","TRIPLE THREAT SCREAM 100","53 - 63","20'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","TRIPLE THREAT SCREAM 110","57 - 67","20'M - 18'C","16M X 19C","8T - 7,9B","8B","6T","5T - 6B"
"Prince","TRIPLE THREAT SOVEREIGN","57 - 67","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 8B"
"Prince","TRIPLE THREAT STEALTH 100","53 - 63","19'M - 18'C","16M X 20C","7,9B","6B","7T","5T - 6B"
"Prince","TRIPLE THREAT STEALTH 115","60 - 70","19'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT ULTRALITE","57 - 67","21'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TRIPLE THREAT VENDETTA 110","57 - 67","18'M - 18'C","16M X 19C","8T - 7,9B","8B","6T","5T - 6B"
"Prince","TRIPLE THREAT VENDETTA 95","53 - 63","18'M - 18'C","16M X 20C","7,9T","8T","7T","6T - 6B"
"Prince","TRIPLE THREAT VIPER 115","50 - 60","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 8B"
"Prince","TRIPLE THREAT WARRIOR 107","57 - 67","18'M - 18'C","16M X 19C","8B","6B","7T","5T - 11B"
"Prince","TRIPLE THREAT WARRIOR 97","53 - 63","18'M - 17'C","16M X 20C","7,9T - 7,9B","8B","7T","5T - 6B"
"Prince","TURBO BEAST MP","43 - 60","20'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","TURBO BEAST OS","45 - 62","20'M - 18'C","16M X 19C","8T - 7,9B","8B","6T","5T - 6B"
"Prince","TURBO OUTLAW MP","55 - 65","20'M - 18'C","16M X 20C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","TURBO OUTLAW OS","57 - 67","20'M - 18'C","16M X 19C","8T - 7,9B","8B","6T","5T - 6B"
"Prince","TURBO SHARK MP","43 - 60","20'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","TURBO SHARK OS","45 - 62","19'M - 18'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 9B"
"Prince","VORTEX LITE MP","40 - 55","35' - 10'S","16M X 18C","8T - 8B","7T","8T","7B"
"Prince","VORTEX LITE OS","45 - 60","35' - 10'S","16M X 19C","8T - 8B","6T","8T","7B"
"Prince","VORTEX MP","40 - 55","35' - 10'S","16M X 18C","8T - 8B","7T","8T","7B"
"Prince","VORTEX OS","45 - 60","35' - 10'S","16M X 19C","8T - 8B","6T","8T","7B"
"Prince","VORTEX SB MP","40 - 55","35' - 10'S","16M X 18C","8T - 8B","7T","8T","7B"
"Prince","VORTEX SB OS","45 - 60","35' - 10'S","16M X 19C","8T - 8B","6T","8T","7B"
"Prince","WARRIOR 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 8B"
"Prince","WARRIOR 100 ESP & 100L ESP","55 - 65","18'M - 18'C","14M X 16C","7T - 6,8B","6T","7T","8T - 7B"
"Prince","WARRIOR 100, 100L & 100T TEXTREME","50 - 60","20'M - 18'C","16M X 18C","8T - 7,9B","8B","8T","7T - 6B"
"Prince","WARRIOR 107 TEXTREME","50 - 60","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","WARRIOR 107L TEXTREME","50 - 60","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","WARRIOR 107T TEXTREME","50 - 60","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 9B"
"Prince","WARRIOR PRO 100","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 6B"
"Prince","WHITE LS","53 - 63","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","10T - 9B"
"Babolat","AERO 112","55 - 62","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Babolat","AERO BLAST","55 - 62","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Babolat","AERO STORM","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","7B","8T","6T - 6B"
"Babolat","AERO STORM TOUR","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","7B","8T","6T - 6B"
"Babolat","AERO STRIKE","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Babolat","AEROPRO CONTROL","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 10B"
"Babolat","AEROPRO CONTROL +","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 10B"
"Babolat","AEROPRO DRIVE","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","AEROPRO DRIVE +","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","AEROPRO DRIVE CORTEX GT ROLLAND GARROS","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","AEROPRO LITE","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","AEROPRO TEAM","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","AEROTOUR","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Babolat","AEROTOUR +","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 11B"
"Babolat","AEROTOUR OS","55 - 59","21'M - 19'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Babolat","AEROTOUR PRO LTD","50 - 55","20'M - 19'C","18M X 20C","8,10T - 8,10B","7B","8T","6T - 12B"
"Babolat","AEROTOUR PRO LTD +","50 - 55","20'M - 19'C","18M X 20C","8,10T - 8,10B","7B","8T","6T - 12B"
"Babolat","BOOST A","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","BOOST D","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","BOOST S","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","C DRIVE 102","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6T","8T","5T - 7B"
"Babolat","C DRIVE 105","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6T","8T","5T - 7B"
"Babolat","DRIVE 115","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6B","8T","7T - 10B"
"Babolat","DRIVE LITE","50 - 55","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","DRIVE MAX 105","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Babolat","DRIVE MAX 110","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","DRIVE TEAM","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","5T - 10B"
"Babolat","DRIVE Z 110","51 - 57","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","DRIVE Z 118","51 - 57","21'M - 19'C","16M X 20C","8T - 8B","7T","8T","6T - 7B"
"Babolat","DRIVE Z LITE","51 - 57","22'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","DRIVE Z MAX","55 - 62","22'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Babolat","DRIVE Z TOUR","51 - 57","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","E-SENSE COMP","50 - 55","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 5B"
"Babolat","E-SENSE LITE","50 - 55","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","8T - 5B"
"Babolat","FLOW 105","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","FLOW LITE","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","FLOW TOUR","50 - 55","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","NS DRIVE OS","51 - 57","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PLAY PURE AERO","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Babolat","PLAY PURE DRIVE","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PLAY PURE DRIVE LITE","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PULSION 102","50 - 55","40' - 10'S","16M X 20C","8T - 8B","7B","8B","5T"
"Babolat","PULSION 105","50 - 55","40' - 10'S","16M X 20C","7,9T - 7,9B","8B","7B","5T"
"Babolat","PURE AERO","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Babolat","PURE AERO +","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Babolat","PURE AERO LITE","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Babolat","PURE AERO TEAM","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Babolat","PURE AERO TOUR","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Babolat","PURE CONTROL","55 - 62","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE CONTROL +","48 - 55","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE CONTROL MP TEAM","50 - 55","38' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE CONTROL MP+ TEAM","50 - 55","38' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE CONTROL TOUR","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE CONTROL ZYLON 360","48 - 55","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE CONTROL ZYLON 360 +","48 - 55","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE DRIVE","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE + CORTEX GT","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE + FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE + TEAM","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE 107","55 - 62","20'M - 18'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Babolat","PURE DRIVE 107 CORTEX + GT","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Babolat","PURE DRIVE 107 FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE 110","55 - 62","20'M - 18'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE DRIVE 110 FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE LITE FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE LITE GT","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE OS TEAM","50 - 57","40' - 11'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE DRIVE RODDICK","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE RODDICK +","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE RODDICK + GT","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE RODDICK GT","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 10B"
"Babolat","PURE DRIVE TEAM FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE TOUR + FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE TOUR FSI","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE VS","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Babolat","PURE DRIVE ZYLON 360","50 - 57","39' - 11'S","16M X 19C","8T - 8B","6B","8B","7T"
"Babolat","PURE DRIVE ZYLON 360 +","50 - 57","39' - 11'S","16M X 19C","8T - 8B","6B","8B","7T"
"Babolat","PURE POWER","50 - 57","39' - 11'S","16M X 19C","8T - 8B","6T","8T","7B"
"Babolat","PURE POWER ZYLON 360","50 - 57","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","PURE STORM","51 - 57","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM GT","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM LTD GT","55 - 62","21'M - 19'C","18M X 20C","8,10T - 9B","8B","8T","6T - 10B"
"Babolat","PURE STORM MP TEAM","51 - 57","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM TEAM","51 - 57","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM TOUR","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM TOUR +","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM TOUR + GT","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STORM TOUR GT","55 - 62","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","PURE STRIKE (16x19)","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","9T - 7B"
"Babolat","PURE STRIKE (18x20)","55 - 62","20'M - 19'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Babolat","PURE STRIKE 100","55 - 62","20'M - 19'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Babolat","PURE STRIKE 100 (WHITE)","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 8B"
"Babolat","PURE STRIKE TEAM","50 - 59","20'M - 19'C","16M X 19C","7,9T - 7,9B","8T","7T","6T - 8B"
"Babolat","PURE STRIKE TOUR","55 - 62","20'M - 19'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Babolat","SOFT DRIVE","53 - 57","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","SOFT POWER","55 - 60","39' - 11'S","16M X 19C","8T - 8B","6T","8T","7B"
"Babolat","VS CONTROL","48 - 57","39' - 10'S","16M X 20C","8T - 8B","6T","8T","7B"
"Babolat","VS DRIVE","50 - 60","39' - 11'S","16M X 19C","8T - 8B","6B","8B","7T"
"Babolat","VS NANOTUBE DRIVE","50 - 57","39' - 11'S","16M X 18C","8T - 8B","7B","8B","6T"
"Babolat","VS NANOTUBE POWER","50 - 57","39' - 11'S","16M X 19C","8T - 7,9,10B","6T","8T","6B"
"Babolat","VS NCT CONTROL","50 - 57","20'M - 19'C","16M X 18C","7,9T - 7,9B","6B","7T","8T - 4B"
"Babolat","VS NCT DRIVE","50 - 57","20'M - 19'C","16M X 18C","8T - 8B","7T","8T","6T - 6B"
"Babolat","VS NCT POWER","50 - 57","40' - 11'6""S","16M X 20C","7,9T - 7,9B","6T","7T","5B"
"Babolat","VS NCT TOUR","50 - 57","39' - 11'S","16M X 18C","8T - 8B","6T","8T","7B"
"Babolat","VS POWER","53 - 62","39' - 11'S","16M X 19C","8T - 8B","6T","8T","7B"
"Babolat","VS POWER +","53 - 62","39' - 11'S","16M X 19C","8T - 8B","6T","8T","7B"
"Babolat","XS 102 (Xtra Sweetspot)","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6T","8T","5T - 7B"
"Babolat","XS 105 (Xtra Sweetspot)","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6T","8T","5T - 7B"
"Babolat","XS 109 (Xtra Sweetspot)","50 - 55","20'M - 19'C","16M X 20C","8T - 8B","6T","8B","7B - 11T"
"Babolat","Y 105","52 - 58","20'M - 19'C","16M X 19C","8T - 7,9B","6T","7B","8B - 11T"
"Babolat","Y 109","52 - 58","20'M - 19'C","16M X 19C","8T - 7,9B","6T","7B","8B - 11T"
"Babolat","Y 112","51 - 57","20'M - 19'C","16M X 19C","8T - 8B","6T","8B","7B - 11T"
"Babolat","Y 112 LTD","51 - 57","20'M - 19'C","16M X 19C","8T - 8B","6T","8B","7B - 11T"
"Babolat","Y 118","51 - 57","20'M - 19'C","16M X 19C","8T - 8B","6T","8B","7B - 11T"
"Head","AIRFLOW 1","48 - 58","20'M - 17'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","AIRFLOW 3","48 - 58","20'M - 17'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","AIRFLOW 3 CROSSBOW","46 - 56","20'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","AIRFLOW 5","46 - 56","20'M -18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","AIRFLOW 5 CROSSBOW","46 - 56","20'M -18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","AIRFLOW 7","46 - 56","20'M -18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","AIRFLOW 7 CROSSBOW","46 - 56","20'M -18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","ATLANTIS 600","54 - 64","34' - 10'S","16M X 19C","7,9T - 7,9B","8B","7B","5T"
"Head","ATLANTIS 660","63 - 74","35' - 10'S","16M X 19C","7,9T - 7,9B","8B","7B","5T"
"Head","ATLANTIS 720","65 - 77","37' - 11'S","18M X 19C","9T - 8,10B","9B","8B","6T"
"Head","ATLANTIS IDS 660","60 - 68","35' - 10'S","16M X 19C","8T - 7,9B","7T","8T","5B"
"Head","ATLANTIS IDS 720","65 - 77","37' - 11'S","18M X 19C","9T - 8,10B","9B","8B","6T"
"Head","CALIBRE IDS 600","54 - 64","36' - 10'S","16M X 19C","7,9T - 7,9B","8T","7T","5B"
"Head","CALIBRE IDS 660","60 - 68","35' - 10'S","16M X 19C","8T - 7,9B","7T","8T","5B"
"Head","CLASSIC TOUR MID","48 - 58","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","9T"
"Head","CLASSIC TOUR MP","54 - 64","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","6T - 5B"
"Head","COMPETITION I, II, III","52 - 60","17'M - 16'C","16M X 20C","8T - 8B","6B","7T","6T - 8B"
"Head","COMPOSITE MASTER","55 - 70","19'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","COMPOSITE PRO","55 - 70","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","6T"
"Head","CROSSBOW 10","52 - 62","20'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","CROSSBOW 2","52 - 62","20'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","CROSSBOW 4","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","CROSSBOW 6","52 - 62","20'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","CROSSBOW 8","52 - 62","20'M - 18'C","16M X 19C","7,9T - 8B","7B","7T","5T - 6B"
"Head","DISCOVERY SG 600","48 - 58","19'M - 16'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 5B"
"Head","DISCOVERY SG 660","54 - 64","20'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","DISCOVERY SG 720","60 - 70","20'M - 18'C","18M X 19C","9T - 9B","8B","9T","6T - 7B"
"Head","ELEKTRA 600","54 - 64","19'M - 16'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 5B"
"Head","ELEKTRA 660","63 - 74","19'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","ELEKTRA MASTER","55 - 72","19'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","ELEKTRA PRO","55 - 70","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","6T"
"Head","ELITE 600","54 - 64","19'M - 16'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 5B"
"Head","ELITE 660","63 - 74","19'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","ELITE 720","65 - 77","20'M - 18'C","18M X 21C","9T - 9B","9B","9T","6T - 5B"
"Head","ELITE MASTER","55 - 72","19'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","ELITE PRO","55 - 70","35' - 10'S","18M X 20C","8,10T - 8,10B","9B","8B","6T"
"Head","EXTREME COMPETITION & XL","50 - 62","20'M - 19'C","18M X 19C","9T - 8,10B","8T","9T","7T - 6B"
"Head","FLEXPOINT 1 MP","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","FLEXPOINT 1 OS","54 - 64","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","FLEXPOINT 10","54 - 64","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","FLEXPOINT 4","54 - 64","20'M - 18'C","16M X 19C","8T - 8B","7T","8T","6T - 7B"
"Head","FLEXPOINT 6 MP","52 - 62","20'M - 17'C","16M X 19C","8T - 8B","6T","8T","7T - 7B"
"Head","FLEXPOINT 6 OS","54 - 64","20'M - 17'C","16M X 19C","8T - 8B","6T","8T","7T - 7B"
"Head","FLEXPOINT FIRE","52 - 62","20'M - 17'C","16M X 19C","8T- 8B","7T","8T","6T - 7B"
"Head","FLEXPOINT HEAT","52 - 62","20'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","FLEXPOINT INSTINCT","52 - 62","20'M - 17'C","18M X 19C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","FLEXPOINT PRESTIGE MID","52 - 62","20'M - 17'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 7B"
"Head","FLEXPOINT PRESTIGE MP","52 - 62","21'M - 18'C","18M X 20C","8,10T - 9B","7B","8T","6T - 12B"
"Head","FLEXPOINT PRESTIGE MP XL","52 - 62","21'M - 17'C","18M X 20C","8,01T - 9B","7B","8T","6T - 12B"
"Head","FLEXPOINT RADICAL MP","52 - 62","20'M - 17'C","18M X 20C","8,10T - 9B","8B","8T","6T - 7B"
"Head","FLEXPOINT RADICAL OS","54 - 64","21'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","FLEXPOINT RADICAL TOUR","52 - 62","20'M - 17'C","16M X 19C","7,9T - 7,9B","8B","7T","5T - 6B"
"Head","FXP INSTINCT TEAM","52 - 62","20'M - 17'C","16M X 19C","8T - 7,9B","8B","8T","6T - 6B"
"Head","FXP PRESTIGE TEAM","52 - 62","20'M - 17'C","18M X 19C","9T - 8,10B","7B","9T","8T - 9B"
"Head","FXP RADICAL TEAM","52 - 62","20'M - 17'C","16M X 19C","8T - 7,9B","6T","8T","7T - 8B"
"Head","GENESIS 600","54 - 64","19'M - 16'C","18M X 20C","8,10T - 8,10B","9B","8T","6T - 5B"
"Head","GENESIS 660","62 - 71","20'M - 17'C","18M X 19C","9T - 8,10B","9B","9T","6T - 7B"
"Head","GENESIS 720","65 - 77","20'M - 18'C","18M X 19C","9T - 9B","8B","9T","6T - 7B"
"Head","GRAPHENE 360 EXTREME","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Head","GRAPHENE 360 EXTREME MP","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Head","GRAPHENE 360 EXTREME PRO","52 - 62","21'M - 18'C","16M X 19C","7,9T - 7,9B","8B","7T","6T - 6B"
"Head","GRAPHENE 360 INSTINCT LITE","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","GRAPHENE 360 INSTINCT MP","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
"Head","GRAPHENE 360 INSTINCT PWR","52 - 62","20'M - 20'C","16M X 19C","7,9T - 8B","6B","7T","6T - 7B"
"Head","GRAPHENE 360 INSTINCT S","48 - 57","20'M - 19'C","16M X 19C","8T - 8B","6B","8T","7T - 11B"
